Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Risk_Category,Actual_Attrition_Label,Predicted_Attrition_Label,SHAP_OverTime_Yes,SHAP_Age,SHAP_MonthlyIncome,SHAP_StockOptionLevel,SHAP_YearsWithCurrManager,SHAP_YearsAtCompany,SHAP_NumCompaniesWorked,SHAP_TotalWorkingYears,SHAP_DistanceFromHome,SHAP_EnvironmentSatisfaction
32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,0,0,0.22,Low Risk,Stayed,Predicted Stay,-0.032613858081112994,0.02428607674067962,0.0032332053548657313,-0.02317221851216118,-0.008281809036427603,-0.008087721787951523,0.034731836171083615,-0.0006974836946596952,0.005203389334917574,0.030029601440678563
26,1,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4,1,0,0.26,Low Risk,Left,Predicted Stay,0.06880832952924265,0.016387297824981033,-0.010170382251785667,0.023701408842175625,-0.007811527824787845,-0.011662858921388306,-0.013197662256143303,0.0015152616340401437,-0.011930759304188996,-0.013947404457544508
29,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,0,0,0.255,Low Risk,Stayed,Predicted Stay,0.06278439203450943,0.03747551212110011,-0.013727386284631393,0.027733706828066716,-0.003978376563470647,-0.00488376973534514,0.02899436149574285,-0.0032230356781383306,-0.01608851376755183,-0.019451937212204486
31,0,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6,0,0,0.165,Low Risk,Stayed,Predicted Stay,0.03560653856950921,0.0025157503731838915,-0.004196500463367556,-0.02400341810803184,-0.007611700858410586,-0.007822986927012608,-0.007583930310302094,-0.00020363626198559358,-0.019556948102388106,-0.010415786445464618
41,1,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2,1,0,0.32,Low Risk,Left,Predicted Stay,0.06255264060988566,-0.03386907285573216,0.01708368337479442,0.028532655180372332,-0.005874291084837751,0.0002121284806571566,-0.010892759783923794,0.011778811497790684,0.00635492260816136,-0.0011157323311545041
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,0,0,0.045,Low Risk,Stayed,Predicted Stay,-0.01455987928243303,-0.018346567586038986,-0.022618405099765367,-0.009131194926463877,-0.004283874482149485,0.004664284446279226,-0.007141109924543798,-0.013659561802071493,-0.006596947006382265,-0.007394107767985361
33,1,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8,1,0,0.205,Low Risk,Left,Predicted Stay,0.05745912880748847,0.006518502916319449,0.019111888501502108,0.019611626994283142,-0.006789054802397914,-0.009314687950072766,-0.008720806186695428,0.0016360029459406178,-0.021974976661201708,-0.013894722302857189
47,0,Travel_Rarely,1454,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,Yes,18,3,1,0,3,3,2,3,2,1,2,0,0,0.2,Low Risk,Stayed,Predicted Stay,0.04480658911431874,-0.04031977631816744,0.007541215825178824,0.016882207897579063,-0.007379662624487082,-0.002295941492318434,-0.006397967152017827,0.02077925134473844,-0.019711002961855684,-0.01402207066932533
41,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.0389603931558122,-0.016936548916514766,0.015703890499039516,-0.016237663688712017,-0.00949807656394114,-0.008080308433591199,-0.004607432697714558,0.004530550233553186,0.00012040229687499959,-0.005116424414153187
31,0,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Yes,11,3,3,3,1,4,3,1,0,0,0,0,0,0.425,Medium Risk,Stayed,Predicted Stay,0.06385899490333259,0.03509046195613394,0.08165038249220288,-0.03755519136146518,0.037939549179661754,0.050520840454987594,0.0017139430066117711,0.03588894638983902,-0.022731884405915254,-0.01384573364428661
40,0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,0,0,0.315,Low Risk,Stayed,Predicted Stay,-0.01927748193169009,-0.03231125543481994,0.004337455193890492,-0.018061789283419786,0.04524875867977243,0.033030293804135906,-0.007749004307147516,0.002391024643311539,0.0035959903893035515,0.034442790541947946
35,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,0,0,0.135,Low Risk,Stayed,Predicted Stay,-0.027467977901023913,-0.00817553382230244,-0.01717132752712132,0.01544309351865195,0.028856922650634262,0.010730338997288981,0.01780966445835702,-0.0032285334647076526,-0.0031644046374594836,-0.010143156535348226
35,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2,0,0,0.1,Low Risk,Stayed,Predicted Stay,-0.02724253252561084,-0.008409313992387979,-0.006295351131957432,0.008892343102561427,-0.007443959187203291,0.014871135035632506,-0.010250701695790667,-0.00033101725498454473,0.009009608608398594,-0.007348159580087668
55,0,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11,0,0,0.105,Low Risk,Stayed,Predicted Stay,-0.010531205021377445,-0.0032961263918844,-0.011825582760375255,-0.011350242061849371,-0.013401326147852615,-0.004245785333398544,0.003197519590902971,-0.018644787267521678,-0.004097211973263484,-0.0076916306606131
58,0,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Yes,21,4,3,1,32,3,3,9,8,1,5,0,0,0.105,Low Risk,Stayed,Predicted Stay,0.031958537343682564,-0.001603225197500251,-0.006973654566484129,-0.014933234233692473,-0.002887182572353595,-0.004051266283067889,-0.009120739557270099,-0.006773748256644012,-0.007686805631399238,-0.00360800873624612
37,0,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,0,0,0.065,Low Risk,Stayed,Predicted Stay,-0.019022877079751196,-0.011887712964266939,-0.013536493583362699,-0.014503374915288986,-0.00636767315115776,-0.007112182561006648,0.023254498638050337,0.0047393362946240815,-0.008020990278628232,-0.009097673232745365
21,0,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,0,0,0.21,Low Risk,Stayed,Predicted Stay,-0.03676385998090609,0.02621732515078975,0.009594919089652194,0.016196789395232825,0.04243488610752138,-0.0019985713853566266,-0.007024563449795096,0.009634388570902956,-0.012129534621460608,-0.011798205202308055
31,0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,0,0,0.29,Low Risk,Stayed,Predicted Stay,-0.02256216262763246,0.037514554485308056,-0.012322730856112685,0.02857292211822369,0.03626619194386421,0.02862806624288396,-0.006686148925341513,-0.0008953553002811532,-0.022578883445019075,0.0323171879566371
41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,1,0,0.3,Low Risk,Left,Predicted Stay,-0.03387002877579562,-0.025771308280329776,0.05785276497429237,-0.019347783195401008,0.035054908456024804,0.023299164676402598,0.015918044813436154,0.008541666771666314,-0.011639359072681828,0.020114568376200168
36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,0,0,0.085,Low Risk,Stayed,Predicted Stay,-0.01880710325045129,-0.016695827481962622,-0.0014163739404307308,-0.013199397602891167,-0.009346657682408476,-0.005188850480436713,-0.015527988352669126,0.0003317496615318305,-0.0015736795970360618,-0.0020403493503772553
32,0,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,0,0,0.185,Low Risk,Stayed,Predicted Stay,-0.017788470389464236,0.005452662625637004,-0.0046114335991842385,-0.0281199802172614,-0.005280230851926717,-0.004517236621620668,-0.011651967025152317,0.0014942262853628564,0.0029194228102414855,-0.014734850031904898
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,0,0,0.085,Low Risk,Stayed,Predicted Stay,-0.027070395034511422,-0.021019242484626374,-0.0029443812927229373,-0.013076663088604619,-0.007685930656866731,-0.005652597365292422,-0.006893847385049412,0.0036203770148404146,-0.004465257895249124,-0.0060873016102686965
22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,0,0,0.125,Low Risk,Stayed,Predicted Stay,-0.03540454181711084,0.025254866610082444,0.009584491500529566,-0.021237299855354195,-0.009814265783761584,0.012174913350731913,-0.004858786128256725,0.02885481616564675,0.006818665362504817,-0.00573931099256015
43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,0,0,0.025,Low Risk,Stayed,Predicted Stay,-0.012720552051914637,-0.013786859760975857,-0.017377718341081164,-0.010308580542669006,-0.01217218623682129,-0.0043067569087065745,-0.005873670610226327,-0.019944044136470895,0.003029303780904229,0.011613355063891504
34,0,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12,0,0,0.12,Low Risk,Stayed,Predicted Stay,-0.024908546254359863,-0.006999455277311881,-0.013120391448060218,0.019060348191515003,-0.0128037825454021,-0.0116298251364924,-0.012595524917044259,-0.012820146229182683,-0.014541623421273471,-0.012238695951684803
28,0,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7,0,0,0.07,Low Risk,Stayed,Predicted Stay,-0.022758539022706827,0.001737115856572018,-0.011972373775529377,-0.019484927948553832,-0.0063061994307827265,-0.01029642313339764,-0.011824608605625144,0.0016465044024653252,0.014071904711006483,-0.007212752553718929
26,0,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,No,12,3,4,0,5,2,3,4,3,1,1,0,0,0.125,Low Risk,Stayed,Predicted Stay,-0.026560263278263392,0.01553066986023964,0.004172873936938686,0.01098088631636898,0.0029198886925746593,-0.007758057334397109,-0.031835767992587305,0.007582454935511578,-0.012675276012764698,0.014988756042459955
42,0,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,19232,4933,1,No,11,3,4,0,22,3,3,22,17,11,15,0,0,0.055,Low Risk,Stayed,Predicted Stay,-0.013345867190071203,-0.015958655777058083,-0.01905699087508765,0.006788288256620945,-0.009000876711972979,-0.006781877231628641,-0.0066224146750596445,-0.018195868965974568,-0.007943910596341084,-0.005345667397450598
34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,0,0,0.03,Low Risk,Stayed,Predicted Stay,-0.019429444466995845,-0.005091625226400538,-0.013059843127771274,-0.016871140068456043,-0.0069579238469395935,-0.008066706317370062,-0.010277467589116896,-0.0006266756686636654,-0.002139204537511432,-0.008026493500742617
56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,1,0,0.14,Low Risk,Left,Predicted Stay,0.03221692456475466,-0.013823910709406846,-0.019533648937476757,-0.01751397192708282,-0.00675155488919927,-0.003133551616829209,0.01841888526065304,0.0075033316001872664,0.005764343470063977,0.002077220424080224
29,1,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Yes,14,3,2,3,4,3,4,2,2,2,2,1,0,0.18,Low Risk,Left,Predicted Stay,0.0427624862070752,0.027564298347133444,-0.013284200870091354,-0.024571934937384868,-0.008774332000903086,0.015078723294689098,0.020900397482371318,1.642920925405633e-05,-0.015648296765127724,0.01894411130179833
40,0,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8,0,0,0.055,Low Risk,Stayed,Predicted Stay,-0.013361322225960067,-0.015290742710881204,-0.00940009334207616,-0.007592754369225077,-0.013344210019017737,-0.006643130848682972,0.013367283619888894,-0.006684994609140631,-0.00785276343788155,-0.0028013143930184013
24,1,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,No,14,3,1,0,4,3,3,2,2,2,0,1,0,0.235,Low Risk,Left,Predicted Stay,-0.035396408656586116,0.022081964215274183,-0.014505679904737008,0.019797023825349244,0.041918509949673534,0.015224843063219851,0.01729173520725908,-0.0011423033816890893,-0.011621767638093843,0.029809716859872423
36,0,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,No,16,3,3,2,12,1,1,4,2,1,3,0,0,0.175,Low Risk,Stayed,Predicted Stay,-0.017845799081424047,-0.017477160955131694,-0.012267186111462252,-0.023498059233122603,-0.007622362802176212,-0.000757112184721791,-0.011132752496887405,-0.00012181456028201865,0.010104794483627302,-0.003872029229414693
43,0,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2,0,0,0.08,Low Risk,Stayed,Predicted Stay,-0.021798394735892544,-0.019101589748977403,-0.008720350503926966,-0.014208138594453886,-0.007007871541736677,0.0009910335577887964,-0.00998827927795446,-0.001655784625927481,0.00827777966379017,-0.013046025127564462
50,0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,0,0,0.07,Low Risk,Stayed,Predicted Stay,-0.012852271036522325,-0.011081796936107936,-0.02127352914932544,-0.010671593089598445,-0.00588608435002925,-0.006229598728955352,-0.006605876637645451,-0.019600848715408573,-0.008422873684274634,0.008569895407799778
34,1,Travel_Rarely,699,Research & Development,6,1,Medical,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,No,11,3,3,0,8,2,3,4,2,1,3,1,0,0.1,Low Risk,Left,Predicted Stay,-0.04123902941563756,-0.007638906919191868,0.0037485377096254523,0.014208539553918058,-0.009724983729956876,-0.0055500432322855885,-0.00967311863877967,0.003589374686125666,-0.011900553772145486,-0.0006870990048219028
42,0,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,0,0,0.06,Low Risk,Stayed,Predicted Stay,-0.012746753325895952,-0.020277142945687956,-0.01000515873994118,-0.018279871999388887,-0.010948250402093436,-0.007257141031816445,0.015458582320575261,-0.0026247366649045033,-0.014209976649824511,-0.007858373060425947
42,1,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2,1,0,0.265,Low Risk,Left,Predicted Stay,0.05985662805683546,-0.04237074735293163,0.013370310221139334,0.025085901302904858,-0.00791008348214973,0.022113455259584497,0.016269756576130022,0.017828396606303157,0.00990499820635705,-0.0035521139759339348
30,0,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,No,21,4,1,1,6,3,4,5,3,1,3,0,0,0.12,Low Risk,Stayed,Predicted Stay,-0.03716399162430207,0.009476737114077878,0.036614300183632625,-0.010959471492128614,-0.011278452273031689,-0.008752566709745224,-0.023164385112263517,0.0034326930787210584,-0.016744035039896518,-0.004761753248055811
51,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,1,0,0.085,Low Risk,Left,Predicted Stay,0.03515376814500087,-0.028519413791987063,0.01631159620811786,-0.025781156271059445,-0.006289453469153159,-0.00678961761655728,0.017816820028351686,-0.018347817527517237,-0.010623670691024927,0.010272462130328676
39,0,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,32,1,2,Sales Executive,3,Married,5736,3987,6,No,19,3,3,1,10,1,3,3,2,1,2,0,0,0.16,Low Risk,Stayed,Predicted Stay,-0.016861747845723585,-0.019017902343980497,-0.011779164919430514,-0.022059808832714224,-0.008235719669867194,-0.0029235966907094737,0.024879808883811166,-0.0008886615995970714,0.01252790403215613,0.01979737561884349
37,1,Travel_Rarely,1373,Research & Development,2,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Yes,15,3,2,0,7,3,3,0,0,0,0,1,0,0.355,Low Risk,Left,Predicted Stay,0.06545714790660441,-0.021999528315300266,0.06258458058498263,0.019313923241027167,0.031094283714210177,0.03053451020595503,0.013382371647626314,0.007379380474264963,-0.013398506576270392,-0.018052756235845208
31,0,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2,0,0,0.135,Low Risk,Stayed,Predicted Stay,-0.023182700219151683,0.0232298959371542,-0.01919217490672963,-0.014450937471574435,-0.00338514550637683,0.018958987879391317,0.01651817464245141,-0.00048060006446121406,-0.0078026203313714855,0.0008130177386919968
27,0,Travel_Rarely,155,Research & Development,4,3,Life Sciences,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Yes,20,4,2,1,6,0,3,6,2,0,3,0,0,0.095,Low Risk,Stayed,Predicted Stay,0.046374935088547314,0.01266793648825569,-0.02253344324798036,-0.021514006181164405,-0.009810620415323682,-0.010011895675684173,-0.011744718643126362,0.0045887933420885926,-0.012066051551414603,0.00433795631820658
41,0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0,0,0,0.145,Low Risk,Stayed,Predicted Stay,-0.01835981793224164,-0.027812294359998758,0.001710389652316735,-0.020976499039520605,0.032191809033909065,0.025310146072824863,-0.003174309153489503,-0.0065054654539790134,0.008974884617248335,-0.010878970096232479
47,0,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,0,0,0.16,Low Risk,Stayed,Predicted Stay,-0.02595620913332823,-0.03908449865697094,0.0028980982890138307,0.016556515284460147,0.02483720722035969,0.01257228831046291,-0.003387837304730965,0.005828468177887771,-0.013112334624332788,-0.0018402055716705945
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,0,0,0.23,Low Risk,Stayed,Predicted Stay,0.04200396474600439,-0.03024765631768105,-0.012940948100142577,0.019890754037633088,0.021708273753865796,0.027031760792724527,0.02290606664801089,-0.012515602488044807,-0.014017714678479933,0.004691814629329656
26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,1,0,0.16,Low Risk,Left,Predicted Stay,-0.03448944975548784,0.011002801360978082,0.005899541410644246,0.016252195270785707,-0.0078098358459556035,-0.008451688857614954,-0.031211595226648115,0.007232005871335332,-0.015027514447585872,-0.007778781234183043
41,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10,0,0,0.03,Low Risk,Stayed,Predicted Stay,-0.016038245091112912,-0.014821780423822019,-0.01354656935289313,-0.011136702816556862,-0.017361042674028795,-0.007680696308959796,-0.006084166706182259,-0.012706407048383425,-0.010246915669890768,-0.010564504022852361
30,1,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,1,0,0.19,Low Risk,Left,Predicted Stay,-0.04424092873667632,0.022037700769714376,0.01097012966480861,0.01929849578686799,-0.0053860665254100585,-0.0068088724910558085,-0.032986818482005444,0.0032110798631265424,-0.011260255537338252,-0.002384862268412462
36,0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,0,0,0.045,Low Risk,Stayed,Predicted Stay,-0.018359783654182137,-0.01530175640823927,0.0010471866860689261,-0.011572882491332166,-0.012085117341723618,-0.008863870892832892,-0.011605060875601793,-0.008509300221389822,-0.006175642196221815,-0.008418208371313084
50,1,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,1,0,0.145,Low Risk,Left,Predicted Stay,0.04158974157532611,-0.031854344078731174,-0.01929312405424753,0.012674773982778333,0.01982876026890608,0.01788474323602941,-0.010911206160531038,0.007554940006652942,-0.02330072812528897,-0.020332857176737208
24,0,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4,0,0,0.245,Low Risk,Stayed,Predicted Stay,0.07548864897709336,0.03964897232554677,0.030633640568300962,-0.027337159151111335,-0.00942318532499712,-0.005263261128341128,-0.00918281871295676,0.008126197825229156,0.011679734752144668,0.0029576033501371056
31,0,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2,0,0,0.195,Low Risk,Stayed,Predicted Stay,0.05036843960798478,0.014940083030960522,-0.0008959522408440535,-0.02101796716243598,-0.006889388486581538,-0.00537137442040148,0.021123270218988636,0.012288596760743075,0.003578023095124081,-0.007859330839767153
36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,0,0,0.135,Low Risk,Stayed,Predicted Stay,-0.020480079422545715,-0.010014283986279224,-0.0095858694529079,0.019736262717242426,-0.005894319946955875,-0.007180411292827102,-0.011846653977518145,-0.012651475536401904,-0.013632694861300934,-0.0026462049164319977
52,0,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,No,15,3,2,2,16,3,2,9,8,0,0,0,0,0.15,Low Risk,Stayed,Predicted Stay,-0.020364929733855206,-0.014933531803408187,0.005089552789590925,-0.021657682115139777,0.030827335874569144,-0.013407030999694598,-0.007943259399637555,-0.011216657612612835,0.014322898708041976,0.011907359381573314
29,1,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1,1,0,0.37,Low Risk,Left,Predicted Stay,0.08444363492939828,0.039628355089557775,0.0692470419630115,0.016858030369087375,0.005093673109217889,-0.0018856437387512414,-0.009569397502207266,0.0048787705126801485,0.012979922981808159,-0.008304668037392276
34,0,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,No,14,3,4,2,16,3,2,14,8,6,9,0,0,0.12,Low Risk,Stayed,Predicted Stay,-0.016201366078012144,0.004614539394723351,-0.021748992313097234,-0.011256416035662369,-0.013830505687808454,-0.01046899531283998,0.029810178060013185,-0.011419175756886944,0.011766848907454915,0.0018914430307177099
32,0,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,0,0,0.035,Low Risk,Stayed,Predicted Stay,-0.016515791907859238,0.00448381128701385,-0.009607732743795623,-0.016045128230689442,-0.009778728339347254,-0.009370818912393587,-0.016469275005606507,-0.00241685783637422,-0.0074993705297129055,-0.0060688113554851954
28,0,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,No,25,4,3,1,3,3,3,3,2,1,2,0,0,0.065,Low Risk,Stayed,Predicted Stay,-0.030046989522170407,0.015263136871706138,-0.0008099205908638396,-0.018923690491965316,-0.008538253946144323,-0.0032522204238057384,-0.012226017363332176,0.010413825778405226,-0.014827061728271928,-0.004543492146503922
59,0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,No,17,3,1,1,7,6,3,1,0,0,0,0,0,0.11,Low Risk,Stayed,Predicted Stay,-0.031128528174497204,-0.030047521691080874,0.03850264615164633,-0.010326702752672645,0.02550027237158929,0.02191522369750146,-0.007292748964391649,0.0021138672965571458,-0.015363677884699882,-0.010964895427227929
46,0,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606,11380,8,No,12,3,4,1,23,2,4,13,12,5,1,0,0,0.065,Low Risk,Stayed,Predicted Stay,-0.013348313601629797,-0.01410473669216799,-0.02242558274929479,-0.011960313917111307,0.0022498719426994286,-0.007317377446017872,0.017293410976481027,-0.01464780311116101,-0.010013246794969746,-0.007039909847601393
26,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Yes,13,3,3,1,1,3,2,1,0,1,0,0,0,0.4,Medium Risk,Stayed,Predicted Stay,0.0709520977609759,0.057806420373558466,0.03410864091114263,-0.023682021909273772,0.05336615081998161,0.03563121578911534,0.0007671073203187007,0.04416758224108662,-0.0302263853350496,0.005431178599299074
